Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	True_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/905/372/585/GCA_905372585.1_genomic.fna.gz	0.0134	0.0049	96.47	0.169	95.30-97.98	0.122	0.07-0.18	1	1.070	314/8124	90.04	91	CAJPPL010000001.1 MAG: Streptococcus oralis isolate SRR9217422-mag-bin.1 genome assembly, contig: SRR9217422-mag-bin.1_3, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/190/535/GCF_000190535.1_genomic.fna.gz	0.0133	0.0112	97.74	0.168	97.03-98.18	0.122	0.11-0.16	1	1.079	1070/18480	91.22	105	NC_015160.1 Odoribacter splanchnicus DSM 20712, complete sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/014/647/135/GCF_014647135.1_genomic.fna.gz	0.0132	0.0116	97.32	0.167	96.55-98.00	0.121	0.09-0.15	1	1.077	986/19627	90.80	8	NZ_BMOP01000001.1 Shewanella xiamenensis strain JCM 16212 sequence01, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/008/364/245/GCF_008364245.1_genomic.fna.gz	0.0132	0.0136	96.35	0.166	95.61-97.06	0.121	0.09-0.15	1	1.123	860/23389	89.89	244	NZ_VTUS01000008.1 Serratia nevei strain S15 NODE_10_length_142733_cov_62.796157, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/239/295/GCF_000239295.1_genomic.fna.gz	0.0131	0.0096	97.04	0.166	96.28-97.68	0.121	0.10-0.16	1	1.088	750/16381	90.53	506	NZ_JH417617.1 Flavonifractor plautii ATCC 29863 Scfld0, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/934/643/825/GCA_934643825.1_genomic.fna.gz	0.0131	0.0063	95.11	0.166	93.88-96.37	0.120	0.08-0.18	1	1.064	265/10806	88.73	304	CAKUCW010000001.1 MAG: uncultured Clostridia bacterium isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_D_4_2182.395 genome assembly, contig: Hadza_MoBio_hadza-E-H_D_4_2182__NODE_271_length_146578_cov_15.710316, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/022/776/215/GCA_022776215.1_genomic.fna.gz	0.0130	0.0044	96.98	0.163	95.65-98.25	0.119	0.07-0.18	1	1.062	340/7691	90.43	33	JALFIR010000080.1 MAG: Solobacterium sp. isolate SUG716 k141_102436, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/772/035/GCA_900772035.1_genomic.fna.gz	0.0129	0.0043	98.28	0.163	97.17-99.19	0.118	0.09-0.17	1	1.060	502/7539	91.63	1	CAAGQE010000001.1 TPA_asm: Candidatus Gastranaerophilales bacterium, isolate HGM07905, WGS project CAAGQE010000000 data, contig: SRS820614_61_k75_290, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/289/045/GCF_900289045.1_genomic.fna.gz	0.0129	0.0094	95.79	0.162	94.75-96.87	0.118	0.08-0.17	1	1.062	486/16216	89.30	40	NZ_LT985188.1 Micropruina glycogenica isolate 1 chromosome 1, complete sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/546/315/GCA_900546315.1_genomic.fna.gz	0.0128	0.0074	95.58	0.162	94.30-96.66	0.118	0.08-0.17	1	1.082	365/13074	89.10	28	URCP01000001.1 uncultured Clostridiales bacterium isolate UMGS874 genome assembly, contig: NODE_126_length_106798_cov_4.641373, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/542/735/GCA_900542735.1_genomic.fna.gz	0.0128	0.0031	95.83	0.162	94.28-97.48	0.118	0.06-0.20	1	1.079	164/5410	89.33	20	UQOS01000001.1 uncultured Tenericutes bacterium isolate UMGS484 genome assembly, contig: NODE_72_length_123396_cov_5.912836, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/905/202/605/GCA_905202605.1_genomic.fna.gz	0.0128	0.0071	97.08	0.162	95.94-97.95	0.117	0.08-0.17	1	1.066	562/12456	90.49	208	CAJKSU010000001.1 MAG TPA_asm: uncultured Clostridiales bacterium isolate ERR1430441-bin.17 genome assembly, contig: NODE_1108_length_47745_cov_6.106479, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/002/399/445/GCA_002399445.1_genomic.fna.gz	0.0127	0.0053	95.23	0.160	93.94-96.62	0.117	0.07-0.19	1	1.055	236/9546	88.75	5	DHDR01000031.1 MAG TPA_asm: Ruminococcaceae bacterium UBA4871 UBA4871_contig_106, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/544/685/GCA_900544685.1_genomic.fna.gz	0.0127	0.0069	96.96	0.160	95.99-97.63	0.116	0.09-0.16	1	1.090	533/12356	90.36	263	UQWA01000001.1 uncultured Lachnospiraceae bacterium isolate UMGS697 genome assembly, contig: NODE_17_length_208409_cov_374.701959, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/556/625/GCA_900556625.1_genomic.fna.gz	0.0127	0.0074	96.43	0.160	95.28-97.27	0.116	0.09-0.17	1	1.067	476/13136	89.85	590	USPQ01000001.1 uncultured Bacteroides sp. isolate UMGS1954 genome assembly, contig: NODE_76_length_112728_cov_10.2649, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/902/475/955/GCA_902475955.1_genomic.fna.gz	0.0126	0.0051	96.03	0.159	94.61-97.28	0.116	0.07-0.19	1	1.055	293/9212	89.47	163	CABSBM010000001.1 MAG TPA_asm: uncultured Oscillibacter sp. isolate MGYG-HGUT-02114 genome assembly, contig: GUT_GENOME129025_1, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/555/615/GCA_900555615.1_genomic.fna.gz	0.0125	0.0038	96.15	0.158	94.79-97.84	0.115	0.06-0.18	1	1.076	223/6803	89.56	89	USMB01000001.1 uncultured Clostridium sp. isolate UMGS1852 genome assembly, contig: NODE_41_length_138494_cov_7.167344, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/019/410/105/GCA_019410105.1_genomic.fna.gz	0.0125	0.0035	98.08	0.158	96.96-99.24	0.115	0.08-0.15	1	1.130	377/6219	91.35	548	DXTB01000001.1 MAG TPA_asm: Clostridiales bacterium isolate HRGM_Genome_2519 HRGM_Genome_2519_1, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/014/201/835/GCF_014201835.1_genomic.fna.gz	0.0124	0.0067	95.92	0.157	94.83-97.28	0.114	0.07-0.16	1	1.258	392/12342	89.47	20	NZ_JACHFH010000001.1 Pectinatus brassicae strain DSM 24661 Ga0415362_01, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/553/645/GCA_900553645.1_genomic.fna.gz	0.0124	0.0046	99.06	0.157	98.28-99.84	0.114	0.08-0.14	1	1.080	677/8258	92.25	30	USEE01000001.1 uncultured Clostridiales bacterium isolate UMGS1633 genome assembly, contig: NODE_876_length_21253_cov_3.448391, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/937/872/005/GCA_937872005.1_genomic.fna.gz	0.0123	0.0059	96.22	0.156	94.84-97.77	0.113	0.06-0.18	1	1.054	355/10726	89.59	157	CALMPQ010000001.1 MAG TPA_asm: uncultured Propioniciclava sp. isolate ERR3519524_bin.60_CONCOCT_v1.1_MAG genome assembly, contig: ERZ1505399.3821, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/030/064/165/GCF_030064165.1_genomic.fna.gz	0.0123	0.0125	95.58	0.156	94.56-96.55	0.113	0.08-0.15	1	1.076	608/22506	89.00	461	NZ_CP125947.1 Comamonas sp. ZM22 chromosome, complete genome
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/902/905/GCF_002902905.1_genomic.fna.gz	0.0123	0.0156	96.71	0.155	95.89-97.32	0.113	0.09-0.14	1	1.087	1108/28465	90.06	332	NZ_CP026124.1 Achromobacter sp. AONIH1 chromosome, complete genome
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/313/795/GCA_900313795.1_genomic.fna.gz	0.0123	0.0037	97.07	0.155	95.62-98.57	0.113	0.07-0.17	1	1.053	300/6934	90.37	11	OMSS01000227.1 uncultured bacterium isolate RUG841 genome assembly, contig: scaffold_50928, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/002/103/105/GCA_002103105.1_genomic.fna.gz	0.0122	0.0044	97.62	0.155	96.27-98.54	0.112	0.08-0.17	1	1.074	418/8130	90.87	56	DAAY01000002.1 MAG TPA_asm: Candidatus Gastranaerophilales bacterium HUM_1 contig_228, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/937/870/605/GCA_937870605.1_genomic.fna.gz	0.0121	0.0064	96.95	0.152	95.77-97.93	0.111	0.08-0.16	1	1.052	496/12112	90.21	1	CALMZW010000001.1 MAG TPA_asm: uncultured Synergistaceae bacterium isolate SRR8859111_bin.157_CONCOCT_v1.1_MAG genome assembly, contig: ERZ1645187.16233, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/017/997/335/GCA_017997335.1_genomic.fna.gz	0.0120	0.0064	98.02	0.152	97.03-98.81	0.110	0.08-0.15	1	1.055	694/12090	91.19	5	JAGOFG010000101.1 MAG: Flavobacterium sp. isolate Go_SlPrim_bin_58 Go_SlPrim_10026_length_8557_cov_32.353144, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/167/205/GCF_900167205.1_genomic.fna.gz	0.0120	0.0042	97.03	0.151	95.71-98.42	0.110	0.07-0.17	1	1.067	328/7849	90.26	60	NZ_FUWW01000036.1 Eubacterium coprostanoligenes strain ATCC 51222, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/017/307/275/GCA_017307275.1_genomic.fna.gz	0.0119	0.0121	98.25	0.151	97.59-98.76	0.109	0.09-0.13	1	1.053	1408/22993	91.38	6	JAFKFK010000011.1 MAG: Alphaproteobacteria bacterium isolate SCN18_30_10_14_R5_P_65_16 SCN18_30_10_14_R5_P_scaffold_102, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/937/863/915/GCA_937863915.1_genomic.fna.gz	0.0119	0.0062	96.80	0.150	95.70-97.97	0.109	0.07-0.16	1	1.270	467/11931	90.07	300	CALMID010000001.1 MAG TPA_asm: uncultured Pseudomonas sp. isolate SRR8859111_bin.20_CONCOCT_v1.1_MAG genome assembly, contig: ERZ1645187.22694, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/023/621/955/GCA_023621955.1_genomic.fna.gz	0.0119	0.0053	98.78	0.150	97.86-99.47	0.109	0.09-0.14	1	1.062	720/9980	91.87	1	JAMOAD010000035.1 MAG: Acidobacteria bacterium isolate Bin_65 Bin_65_scaffold_10044, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/000/435/335/GCA_000435335.1_genomic.fna.gz	0.0119	0.0048	99.12	0.150	98.33-100.03	0.109	0.08-0.14	1	1.141	740/9165	92.20	49	FR891296.1 Clostridium sp. CAG:964 genomic scaffold, scf24, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/498/955/GCF_000498955.2_genomic.fna.gz	0.0118	0.0074	95.67	0.149	94.58-96.72	0.109	0.07-0.15	1	1.135	378/14171	88.97	51	NZ_AYGX02000001.1 Lactiplantibacillus fabifermentans DSM 21115 NODE_1, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/008/831/035/GCF_008831035.1_genomic.fna.gz	0.0118	0.0056	95.96	0.149	94.58-97.04	0.108	0.08-0.17	1	1.058	312/10663	89.23	378	NZ_WAJR01000001.1 Ellagibacter isourolithinifaciens strain DSM 104140 DSM104140T_contig_001, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/025/567/305/GCF_025567305.1_genomic.fna.gz	0.0118	0.0060	98.23	0.149	97.29-99.17	0.108	0.07-0.15	1	1.060	685/11366	91.34	396	NZ_JAOQJP010000001.1 Brotomerdimonas butyrica strain Sanger_12 .13414_6_60.1, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/210/075/GCF_000210075.1_genomic.fna.gz	0.0118	0.0134	95.14	0.149	94.15-96.07	0.108	0.08-0.15	1	1.055	567/25349	88.46	1893	NC_021017.1 Bacteroides xylanisolvens XB1A, complete sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/000/434/735/GCA_000434735.1_genomic.fna.gz	0.0118	0.0076	95.45	0.148	94.34-96.66	0.108	0.07-0.15	1	1.062	354/14364	88.74	65	FR881167.1 Bacteroides sp. CAG:530 genomic scaffold, scf18, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/550/295/GCA_900550295.1_genomic.fna.gz	0.0117	0.0037	99.16	0.148	98.26-99.95	0.107	0.08-0.14	1	1.072	573/7151	92.18	13	URRM01000001.1 uncultured bacterium isolate UMGS1281 genome assembly, contig: NODE_163_length_70388_cov_6.703141, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/014/288/115/GCF_014288115.1_genomic.fna.gz	0.0117	0.0064	98.02	0.147	97.16-98.86	0.107	0.08-0.14	1	1.140	694/12439	91.11	105	NZ_JACOOK010000001.1 Alistipes hominis strain New-7 N7_ctg01, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/768/305/GCA_900768305.1_genomic.fna.gz	0.0116	0.0050	95.49	0.147	93.92-97.22	0.107	0.06-0.17	1	1.059	238/9633	88.75	72	CAAGCJ010000001.1 MAG TPA_asm: uncultured Oribacterium sp., isolate HGM12433, WGS project CAAGCJ010000000 data, contig: SRS476098_69_k119_834, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/006/542/665/GCF_006542665.1_genomic.fna.gz	0.0116	0.0073	98.50	0.146	97.73-99.20	0.106	0.08-0.14	1	1.071	920/14233	91.54	193	NZ_AP019735.1 Alistipes communis strain 5CBH24 chromosome, complete genome
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/028/689/755/GCF_028689755.1_genomic.fna.gz	0.0116	0.0079	96.25	0.146	95.18-97.39	0.106	0.07-0.15	1	1.101	483/15371	89.44	89	NZ_JAQVCO010000004.1 MAG: Aquabacterium sp. isolate STD2_90 NODE_101_length_214014_cov_10.452178_Sandtown_D2, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/959/755/GCF_002959755.1_genomic.fna.gz	0.0115	0.0045	95.55	0.146	94.05-97.40	0.106	0.06-0.18	1	1.086	221/8829	88.78	366	NZ_PPCW01000001.1 Veillonella sp. T11011-6 Contig_1_len_855900, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/019/117/135/GCA_019117135.1_genomic.fna.gz	0.0115	0.0041	96.98	0.145	95.67-98.29	0.106	0.07-0.15	1	1.056	320/8088	90.11	142	DXAI01000061.1 MAG TPA_asm: Candidatus Duodenibacillus intestinavium isolate 2430 CHK55__C102379_L4510_SAMEA104467244, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/549/045/GCA_900549045.1_genomic.fna.gz	0.0115	0.0062	96.02	0.145	94.83-96.90	0.106	0.08-0.15	1	1.056	360/12372	89.22	34	URNE01000001.1 uncultured bacterium isolate UMGS1153 genome assembly, contig: NODE_363_length_24501_cov_7.814486, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/019/443/985/GCF_019443985.1_genomic.fna.gz	0.0115	0.0053	96.38	0.145	94.90-97.89	0.105	0.06-0.16	1	1.076	304/9348	89.54	14	NZ_CP049303.1 Liquorilactobacillus hordei DSM 19519 chromosome
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/944/391/355/GCA_944391355.1_genomic.fna.gz	0.0114	0.0035	97.36	0.144	96.02-98.77	0.105	0.06-0.16	1	1.050	301/6783	90.44	14	CALXTG010000001.1 MAG: uncultured Alphaproteobacteria bacterium isolate E01__bin302 genome assembly, contig: E01__k127_3005321, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/193/635/GCF_000193635.1_genomic.fna.gz	0.0114	0.0051	98.11	0.144	96.97-98.84	0.105	0.08-0.14	1	1.093	551/9798	91.13	14	NZ_AEKT01000072.1 Weissella cibaria KACC 11862 contig00093, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/025/943/965/GCA_025943965.1_genomic.fna.gz	0.0113	0.0046	98.02	0.142	96.92-98.96	0.103	0.07-0.14	1	1.091	506/9217	91.06	6	JAPCWD010000001.1 Synergistaceae bacterium DZ-S4 c_000000000001, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/019/113/085/GCA_019113085.1_genomic.fna.gz	0.0112	0.0065	99.68	0.142	98.96-100.30	0.103	0.08-0.13	1	1.063	1174/12957	92.55	0	DXIB01000212.1 MAG TPA_asm: Candidatus Mailhella excrementigallinarum isolate 708 CHK119__C100208_L14342_SAMEA104467390, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/934/621/705/GCA_934621705.1_genomic.fna.gz	0.0112	0.0044	96.66	0.141	95.28-97.95	0.103	0.06-0.16	1	1.055	308/8838	89.74	5	CAKTUP010000001.1 MAG: uncultured Petrimonas sp. isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_J_17_RAJ1013YZ.273 genome assembly, contig: Nepal_MoBio_Fiber-Hadza-Nepal_J_17_RAJ1013YZ__NODE_1234_length_52915_cov_6.351054, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/934/573/855/GCA_934573855.1_genomic.fna.gz	0.0112	0.0043	98.38	0.141	97.34-99.23	0.102	0.08-0.14	1	1.064	518/8654	91.32	62	CAKTMF010000001.1 MAG: uncultured Oscillospiraceae bacterium isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_C_20_1180.190 genome assembly, contig: Hadza_PheChl_Fiber-Hadza-Nepal_C_20_1180__NODE_55_length_270381_cov_11.830232, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/905/193/155/GCA_905193155.1_genomic.fna.gz	0.0111	0.0056	98.82	0.140	98.01-99.54	0.102	0.08-0.13	1	1.098	779/11370	91.72	115	CAJJNQ010000001.1 MAG TPA_asm: uncultured Catabacter sp. isolate ERR1600748-bin.5 genome assembly, contig: NODE_134_length_121018_cov_17.297496, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/018/712/515/GCA_018712515.1_genomic.fna.gz	0.0109	0.0048	97.45	0.138	96.15-98.74	0.100	0.07-0.15	1	1.052	442/10118	90.39	65	DVGW01000014.1 MAG TPA_asm: Candidatus Aphodovivens avicola isolate ChiGjej6B6-21069 ChiGjej6B6M5__C102990_L24787_SRR6323492, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/018/712/705/GCA_018712705.1_genomic.fna.gz	0.0108	0.0035	95.52	0.137	93.48-97.50	0.099	0.05-0.18	1	1.794	199/7283	89.04	13	DVGM01000041.1 MAG TPA_asm: Candidatus Aphodousia faecalis isolate ChiW13-1064 ChiW13__C102905_L38423_SRR5514886, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/549/865/GCA_900549865.1_genomic.fna.gz	0.0105	0.0046	99.43	0.132	98.63-100.26	0.096	0.07-0.12	1	1.077	775/9871	92.12	51	URPU01000001.1 uncultured Clostridiales bacterium isolate UMGS1230 genome assembly, contig: NODE_144_length_59106_cov_10.701902, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/004/555/865/GCA_004555865.1_genomic.fna.gz	0.0104	0.0041	98.11	0.132	96.70-99.38	0.096	0.06-0.15	1	1.061	461/8933	90.88	135	SFJO01000013.1 MAG: Oscillospiraceae bacterium isolate W1P33.020 Contig109, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/934/130/935/GCA_934130935.1_genomic.fna.gz	0.0104	0.0030	95.72	0.131	93.84-97.70	0.095	0.04-0.18	1	1.045	154/6445	88.65	108	CAKOYQ010000001.1 MAG: uncultured Clostridia bacterium isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_A_4_1815.199 genome assembly, contig: Hadza_MoBio_hadza-E-H_A_4_1815__NODE_26_length_235536_cov_12.067430, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/016/907/815/GCF_016907815.1_genomic.fna.gz	0.0103	0.0067	96.47	0.130	95.24-97.52	0.095	0.07-0.14	1	1.067	445/14705	89.33	187	NZ_JAFBCQ010000001.1 Microbacterium aurum strain DSM 8600 Ga0451118_01, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/014/337/215/GCF_014337215.1_genomic.fna.gz	0.0103	0.0077	97.44	0.130	96.37-98.31	0.094	0.07-0.13	1	1.069	697/16955	90.22	259	NZ_CP060635.1 Wansuia hejianensis strain NSJ-29 chromosome, complete genome
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/008/868/125/GCA_008868125.1_genomic.fna.gz	0.0102	0.0072	96.41	0.129	95.31-97.59	0.094	0.06-0.14	1	1.066	473/16043	89.25	92	WAAQ01000001.1 Microbacterium maritypicum strain DSM 12512 contig00001, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/003/248/845/GCA_003248845.1_genomic.fna.gz	0.0102	0.0046	97.50	0.129	96.17-98.72	0.094	0.06-0.15	1	1.049	425/10186	90.26	80	QFPD01000034.1 MAG: Microbacterium sp. isolate S2_006_000_R1_53 S2_006_000_R1_scaffold_1010, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/014/131/735/GCF_014131735.1_genomic.fna.gz	0.0101	0.0063	97.65	0.128	96.58-98.81	0.093	0.06-0.13	1	1.056	611/14064	90.38	18	NZ_CP039121.1 Lactiplantibacillus plantarum strain DSM 20174 chromosome, complete genome
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/767/875/GCA_900767875.1_genomic.fna.gz	0.0101	0.0037	97.05	0.127	95.71-98.61	0.093	0.05-0.14	1	1.044	294/8222	89.81	50	CAAGAT010000001.1 MAG TPA_asm: uncultured Sutterella sp., isolate HGM19508, WGS project CAAGAT010000000 data, contig: SRS476034_4_k119_3259, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/754/475/GCA_900754475.1_genomic.fna.gz	0.0101	0.0046	98.02	0.127	96.88-98.83	0.092	0.07-0.13	1	1.089	508/10471	90.70	39	CAAECY010000001.1 MAG TPA_asm: uncultured Sutterella sp., isolate HGM19510, WGS project CAAECY010000000 data, contig: ERS396492_6_k85_1117, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/280/875/GCF_001280875.1_genomic.fna.gz	0.0100	0.0061	97.14	0.127	95.90-98.43	0.092	0.06-0.14	1	1.069	504/13800	89.87	197	NZ_LGAJ01000001.1 Sellimonas intestinalis strain BR72 contig_1, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/905/211/265/GCA_905211265.1_genomic.fna.gz	0.0100	0.0026	97.05	0.126	95.42-99.58	0.092	0.04-0.17	1	1.063	207/5845	89.78	59	CAJMAC010000001.1 MAG TPA_asm: uncultured Clostridiales bacterium isolate ERR321465-bin.27 genome assembly, contig: NODE_22_length_140254_cov_6.662672, whole genome shotgun sequence
