Contig_name	barcode01_MA_DS9_Crowfoot.fastq	barcode02_MA_DS9_Crowfoot.fastq	barcode03_MA_DS9_Crowfoot.fastq	barcode04_MA_DS9_Crowfoot.fastq	barcode05_MA_DS9_Crowfoot.fastq	barcode06_MA_DS9_Crowfoot.fastq	barcode07_MA_DS9_Crowfoot.fastq	barcode09_MA_DS9_Crowfoot.fastq	barcode10_MA_DS9_Crowfoot.fastq	barcode11_MA_DS9_Crowfoot.fastq	barcode12_MA_DS9_Crowfoot.fastq	barcode13_MA_DS9_Crowfoot.fastq	barcode18_1405Gb.fastq	barcode19_1405Gb.fastq	barcode20_1405Gb.fastq	barcode21_1405Gb.fastq	barcode22_1405Gb.fastq	barcode23_1405Gb.fastq	barcode24_1405Gb.fastq	barcode01_final_combined.fastq	barcode02_final_combined.fastq	barcode03_final_combined.fastq	barcode04_final_combined.fastq	barcode05_final_combined.fastq	barcode06_final_combined.fastq	barcode07_final_combined.fastq	barcode08_final_combined.fastq	barcode09_final_combined.fastq	barcode10_final_combined.fastq	barcode11_final_combined.fastq	barcode12_final_combined.fastq	barcode13_final_combined.fastq	barcode14_final_combined.fastq	17_set_barcode01.fastq	17_set_barcode02.fastq	17_set_barcode03.fastq	17_set_barcode04.fastq	17_set_barcode05.fastq	17_set_barcode06.fastq	17_set_barcode07.fastq	17_set_barcode08.fastq	17_set_barcode09.fastq
NZ_JAOQKB010000001.1 Huintestinicola butyrica strain Sanger_06 .14207_7_61.1, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FR897019.1 Coprobacillus sp. CAG:826 genomic scaffold, scf4, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP102275.1 Thomasclavelia spiroformis DSM 1552 chromosome, complete genome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALXMX010000001.1 MAG: uncultured Opitutales bacterium isolate E08__bin216 genome assembly, contig: E08__k127_6126964, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_JABBOU010000001.1 Acidithiobacillus montserratensis strain GG1-14 Contig1, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAKPIS010000001.1 MAG: uncultured Bacilli bacterium isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_F_1_2651.68 genome assembly, contig: Hadza_MoBio_hadza-I-L_F_1_2651__NODE_36_length_228154_cov_59.378131, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAAGEK010000001.1 MAG TPA_asm: Alphaproteobacteria bacterium, isolate HGM16795, WGS project CAAGEK010000000 data, contig: SRS476163_71_k119_1060, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	93	180	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAQUTS010000015.1 MAG: Candidatus Gastranaerophilales bacterium isolate STD2_125 NODE_10183_length_19558_cov_3.904431_Sandtown_D2, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	233	0	0	0	0
NZ_CP083985.1 Mycolicibacter sp. MYC123 chromosome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	403	512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URFZ01000001.1 uncultured Clostridiales bacterium isolate UMGS964 genome assembly, contig: NODE_47_length_177973_cov_5.869833, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0
CAKPCB010000001.1 MAG: uncultured Bacilli bacterium isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_F_5_2654.42 genome assembly, contig: Hadza_MoBio_hadza-I-L_F_5_2654__NODE_40_length_239540_cov_7.160672, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_GG700812.1 Lactobacillus iners DSM 13335 SCAFFOLD12, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHDR01000031.1 MAG TPA_asm: Ruminococcaceae bacterium UBA4871 UBA4871_contig_106, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP079822.1 Rothia mucilaginosa strain LPB0405 chromosome, complete genome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAJLEF010000001.1 MAG TPA_asm: uncultured Firmicutes bacterium isolate ERR1600688-bin.2 genome assembly, contig: NODE_64_length_167186_cov_30.353130, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_JACSQJ010000010.1 Luteimonas colneyensis strain Sa2BVA3 NODE_10_length_50010_cov_26.114814, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_RCDI01000001.1 Halostella limicola strain LT12 Scaffold1_1, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_AEMI01000043.1 Leuconostoc gelidum subsp. gelidum KCTC 3527 contig00049, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEHT01000002.1 MAG TPA_asm: Chitinophagaceae bacterium UBA2793 UBA2793_contig_10247, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAKVAX010000001.1 MAG: uncultured Eubacteriales bacterium isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_D_19_1578.266 genome assembly, contig: Hadza_MoBio_hadza-A-D_D_19_1578__NODE_15_length_407179_cov_10.468028, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAEWYP010000053.1 MAG: Bacillota bacterium isolate OH_SFB_176 k127_100917, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	196	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0
NZ_JAMKYL010000001.1 Oxalobacter sp. OxGP1 1, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	92	317	119	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_014319.1 Leuconostoc gasicomitatum LMG 18811, complete sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_JAPDUQ010000001.1 Segatella copri strain N016-9 1, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10653	8889	10166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_JAPEIV010000001.1 Segatella copri strain F3-48 1, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3378	2918	3301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAKVLT010000001.1 MAG: uncultured Bulleidia sp. isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_D_17_CHE1007SZ.103 genome assembly, contig: Nepal_MoBio_Fiber-Hadza-Nepal_D_17_CHE1007SZ__NODE_854_length_69124_cov_5.784553, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1572	1268	1398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_WXVU01000001.1 Chryseobacterium sp. c4a scaffold_0, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2978	2207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_JAGZCC010000103.1 MAG: Thomasclavelia spiroformis isolate L3_108_000G1_dasL3_108_000G1_metabat.metabat.11 L3_108_000G1_scaffold_10118, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1019	787	1193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USQA01000001.1 uncultured Clostridium sp. isolate UMGS1968 genome assembly, contig: NODE_380_length_54614_cov_3.771770, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	497	495	655	0	0	0	0	0	0	0	0	0	0	0	0	0	347	312	170	0	0	0
CABJBF010000001.1 Eubacteriaceae bacterium isolate MGYG-HGUT-00139 genome assembly, contig: .21673_4_36.1, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1012	688	812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UQCF01000001.1 uncultured Ruminococcus sp. isolate UMGS136 genome assembly, contig: NODE_2_length_318414_cov_60.912991, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	810	554	648	0	0	0	0	0	0	0	0	0	0	0	0	0	344	70	46	0	0	0
DXEL01000005.1 MAG TPA_asm: Candidatus Parabacteroides intestinipullorum isolate ChiGjej6B6-14162 ChiGjej6B6M5__C10541_L10624_SAMN08009849, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1137	1017	1246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_BAKJ01000148.1 Bacteroides rodentium JCM 16496, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1546	1442	1646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMBHV010000001.1 MAG: uncultured Clostridia bacterium isolate SRR17382105_bin.46_metaWRAP_v1.3_MAG genome assembly, contig: ERZ10544616.793, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373	173	344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAKVON010000001.1 MAG: uncultured Atopobiaceae bacterium isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_I_3_1743.62 genome assembly, contig: Hadza_MoBio_hadza-E-H_I_3_1743__NODE_79_length_208555_cov_9.130062, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	353	156	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAKTUT010000001.1 MAG: uncultured Oscillospiraceae bacterium isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_K_17_1778.12 genome assembly, contig: Hadza_MoBio_hadza-E-H_K_17_1778__NODE_2754_length_36247_cov_4.305032, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	315	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAJMQT010000001.1 TPA_asm: uncultured bacterium isolate ERR1600716-bin.47 genome assembly, contig: NODE_1354_length_35903_cov_7.216442, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384	285	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UQAQ01000001.1 uncultured Roseburia sp. isolate UMGS89 genome assembly, contig: NODE_84_length_152947_cov_11.368503, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	578	498	464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URIY01000001.1 uncultured Tenericutes bacterium isolate UMGS1045 genome assembly, contig: NODE_250_length_68291_cov_16.023624, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	364	239	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAKTTC010000001.1 MAG: uncultured Opitutales bacterium isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_F_16_1210.394 genome assembly, contig: Hadza_MoBio_hadza-I-L_F_16_1210__NODE_88_length_295754_cov_14.033300, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	230	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAHZEL010000001.1 MAG: Desulfovibrionaceae bacterium isolate HRGM_Genome_2694 HRGM_Genome_2694_1, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	421	445	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_QULM01000001.1 Coprococcus sp. OM04-5BH OM04-5BH.Scaf1, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	391	381	551	0	0	0	0	0	0	688	0	0	0	0	0	0	0	0	0	0	0
CAKPAW010000001.1 MAG: uncultured Clostridia bacterium isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_F_19_RAU1029Y.238 genome assembly, contig: Nepal_MoBio_Fiber-Hadza-Nepal_F_19_RAU1029Y__NODE_27_length_411220_cov_81.031291, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	206	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEDN01000029.1 MAG TPA_asm: Alphaproteobacteria bacterium UBA2903 UBA2903_contig_1009, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	116	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_MEDS01000001.1 MAG: Comamonas sp. SCN 65-56 ABS45_C0001, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	521	0	537	565	491	544	823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAKUBJ010000001.1 MAG: uncultured Dysosmobacter sp. isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_F_19_RAU1029Y.56 genome assembly, contig: Nepal_MoBio_Fiber-Hadza-Nepal_F_19_RAU1029Y__NODE_563_length_108485_cov_17.875618, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CANQWE010000001.1 MAG: uncultured Clostridia bacterium isolate Lapin-012__bin86 genome assembly, contig: Lapin-012__NODE_223_length_127720_cov_3.709338, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	148	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DVGE01000009.1 MAG TPA_asm: Candidatus Pullichristensenella stercoripullorum isolate 5266 ChiHjej21__C10043_L2803_SRR6323301, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	69	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAETOQ010000015.1 MAG: Oscillospiraceae bacterium isolate S15_Bin1 scaffold_1000, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAKTVL010000001.1 MAG: uncultured Oscillospiraceae bacterium isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_E_24_1866.153 genome assembly, contig: Hadza_MoBio_hadza-E-H_E_24_1866__NODE_150_length_174575_cov_32.815081, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP019966.1 Rhodopseudomonas palustris strain PS3 chromosome, complete genome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	559	0	0	499	0	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UQLL01000001.1 uncultured Porphyromonadaceae bacterium isolate UMGS400 genome assembly, contig: NODE_8_length_249191_cov_17.077668, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DVOU01000050.1 MAG TPA_asm: Candidatus Pullichristensenella excrementipullorum isolate 1279 ChiHcolR29__C107908_L21159_SRR6323130, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAAEZP010000001.1 MAG TPA_asm: Lentisphaeria bacterium, isolate HGM23471, WGS project CAAEZP010000000 data, contig: SRS020233_15_k99_148, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314	188	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP120849.1 Parabacteroides chongii strain YMC B3181 chromosome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	467	463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_FLKP01000001.1 Christensenella timonensis strain Marseille-P2437T, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_BAOP01000115.1 Gordonia malaquae NBRC 108250, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_MPDJ01000001.1 Eisenbergiella tayi strain DSM 26961 scaffold1, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	559	465	677	4680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAEYDL010000003.1 MAG: Proteobacteria bacterium isolate OH_HFB_162 k127_1081746, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAKTTT010000001.1 MAG: uncultured Eubacteriales bacterium isolate REFINED_METABAT215_SUBJECT_CONTIGS_1500_ASSEMBLY_K77_MERGED__Pilot_MoBio_Fiber_I_11_1003.208 genome assembly, contig: Pilot_MoBio_Fiber_I_11_1003__NODE_3379_length_38189_cov_4.094065, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URDK01000001.1 uncultured Clostridiales bacterium isolate UMGS893 genome assembly, contig: NODE_32_length_122666_cov_5.127900, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_JQBF01000001.1 Pediococcus pentosaceus strain DSM 20336 Scaffold1, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAJZEE010000001.1 MAG TPA_asm: uncultured Veillonella sp. isolate SRR1044034_bin.2_metaWRAP_v1.1_MAG genome assembly, contig: NODE_2_length_69956_cov_8.623396, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAJKBQ010000001.1 MAG TPA_asm: uncultured Clostridiales bacterium isolate ERR1430549-bin.24 genome assembly, contig: NODE_56_length_152910_cov_17.521998, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0
UQDS01000001.1 uncultured Mollicutes bacterium isolate UMGS171 genome assembly, contig: NODE_10_length_266994_cov_5.989251, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_DS560019.1 Anaerofustis stercorihominis DSM 17244 Scfld_02_4, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAKTNP010000001.1 MAG: uncultured Oscillospiraceae bacterium isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_E_4_1526.189 genome assembly, contig: Hadza_PheChl_Fiber-Hadza-Nepal_E_4_1526__NODE_176_length_157591_cov_8.595414, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_MWPQ01000040.1 Nitrobacter vulgaris strain Ab1 NvAb1_1, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_JAHCAP010000001.1 MAG: Dokdonella sp. isolate ACE_PRO70 PRO70_1, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	367	122	165	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_LTDM01000001.1 Tissierella creatinophila DSM 6911 TICR_contig000001, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_011295.1 Coprothermobacter proteolyticus DSM 5265, complete sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP073063.1 Brevundimonas diminuta strain KX-1 chromosome, complete genome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP027433.1 Gordonia iterans strain Co17 chromosome, complete genome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_JACOON010000001.1 Christensenella tenuis strain NSJ-35 HPD3569_ctg01, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMYPG010000001.1 MAG TPA_asm: uncultured Gardnerella sp. isolate SRR17635774_bin.5_metaWRAP_v1.3_MAG genome assembly, contig: ERZ14212772.13, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	48	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAJLXE010000001.1 MAG TPA_asm: uncultured Clostridia bacterium isolate ERR321620-bin.37 genome assembly, contig: NODE_1346_length_26267_cov_3.044064, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_JAAYXO010000074.1 MAG: Gordonia sp. (in: high G+C Gram-positive bacteria) isolate AS06rmzACSIP_164 100287_AS06, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DKXH01000073.1 MAG TPA_asm: Sutterellaceae bacterium UBA7131 UBA7131_contig_1001, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0
CAKSGI010000001.1 MAG: uncultured Eubacteriales bacterium isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_N_19_2137.107 genome assembly, contig: Hadza_MoBio_hadza-E-H_N_19_2137__NODE_881_length_49949_cov_4.531100, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_LN869523.1 Intestinimonas massiliensis (ex Afouda et al. 2020) strain GD2, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
